asset_type,ticker,first_timestamp,final_timestamp,first_datetime,final_datetime,first_close,final_close,underlying_price_change_percent,eligible_minutes,trading_sessions,contribution_count,monthly_contribution,total_contributed,dca_buy_and_hold_final_wealth,dca_buy_and_hold_profit_loss,dca_buy_and_hold_simple_return_percent,dca_buy_and_hold_money_weighted_annual_return_percent,target_net_profit_percent,required_reference_price_rise_percent,final_total_wealth,profit_loss,simple_return_on_contributions_percent,money_weighted_annual_return_percent,cash_flow_adjusted_time_weighted_return_percent,final_cash,open_lots,open_lot_cost_basis,open_liquidation_value,unrealized_pnl_on_open_lots,realized_profit,buys,sales,skipped_buys,participation_percent_of_eligible_minutes,max_open_lots,average_holding_days_closed,maximum_holding_days_closed,oldest_open_lot_age_days,closed_within_1_day_percent,closed_within_7_days_percent,closed_within_30_days_percent,cash_flow_adjusted_maximum_drawdown_percent,maximum_drawdown_timestamp
etf,SPY,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,362.53,427.39,17.890933164151935,97744,251,12,300.0,3600.0,3764.026848221836,164.0268482218362,4.55630133949545,8.540620167376433,1.0,1.222444666889122,3649.7913772993484,49.79137729934837,1.3830938138707838,2.569906716368353,8.742414654747588,0.04000000079122401,3894,3894.0,3649.751377298557,-244.24862270144286,294.0399999998776,33298,29404,64446,34.066541168767394,3894,13.923762781707703,119.77291666666666,73.07291666666667,12.096993606312067,55.96517480614882,89.99795946129778,8.320117523799297,1678714680
etf,SPY,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,362.53,427.39,17.890933164151935,97744,251,12,300.0,3600.0,3764.026848221836,164.0268482218362,4.55630133949545,8.540620167376433,2.0,2.2246470893335424,3699.5965434601226,99.59654346012258,2.766570651670075,5.160402834681676,11.766972737266324,0.8599999998025964,3934,3934.0,3698.73654346032,-235.2634565396802,334.8599999999854,20677,16743,77067,21.15423964642331,3934,27.025671010107043,168.20416666666668,78.03888888888889,1.7320671325329988,25.276234844412592,76.06163769933704,8.622295708567632,1678714680
etf,SPY,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,362.53,427.39,17.890933164151935,97744,251,12,300.0,3600.0,3764.026848221836,164.0268482218362,4.55630133949545,8.540620167376433,3.0,3.226849511778007,3744.318141461717,144.318141461717,4.008837262825482,7.503194222683385,15.53975318753331,0.5299999998237581,3970,3970.0,3743.7881414618932,-226.21185853810675,370.52999999990476,16321,12351,81423,16.69770011458504,3970,38.39048041544095,182.17569444444445,79.2701388888889,2.0160310905999514,9.238118370982107,58.991174803659625,8.603008822301241,1678714680
etf,SPY,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,362.53,427.39,17.890933164151935,97744,251,12,300.0,3600.0,3764.026848221836,164.0268482218362,4.55630133949545,8.540620167376433,4.0,4.22905193422245,3733.70736110083,133.70736110082998,3.714093363911952,6.945917786206801,15.311627590410094,0.35999999993759957,3945,3945.0,3733.3473611008926,-211.6526388991074,345.36000000002906,12579,8634,85165,12.869332132918645,3945,53.19275072066507,184.21875,106.18263888888889,0.0,2.895529302756544,34.178827889738244,8.780551641728875,1678714680
etf,SPY,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,362.53,427.39,17.890933164151935,97744,251,12,300.0,3600.0,3764.026848221836,164.0268482218362,4.55630133949545,8.540620167376433,5.0,5.2312543566669145,3747.776684705946,147.77668470594608,4.104907908498512,7.685026200310052,15.729123420239244,0.5499999999601073,3929,3929.0,3747.226684705986,-181.77331529401408,329.55000000004065,10520,6591,87224,10.762808970371584,3929,65.16887200981135,198.95694444444445,108.26180555555555,0.0,0.04551661356395084,27.218934911242602,8.974492556962849,1678714680
etf,SPY,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,362.53,427.39,17.890933164151935,97744,251,12,300.0,3600.0,3764.026848221836,164.0268482218362,4.55630133949545,8.540620167376433,6.0,6.233456779111335,3749.842985211348,149.84298521134815,4.1623051447596815,7.79370586544249,16.24867810226136,0.7799999999724605,3945,3945.0,3749.0629852113757,-195.9370147886243,345.78000000001157,9708,5763,88036,9.932067441479784,3945,77.27599256270847,193.95763888888888,109.04166666666667,0.0,0.0,10.758285615131008,8.97793158728266,1678714680
etf,SPY,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,362.53,427.39,17.890933164151935,97744,251,12,300.0,3600.0,3764.026848221836,164.0268482218362,4.55630133949545,8.540620167376433,7.000000000000001,7.2356592015558,3749.3806475321,149.38064753209983,4.149462431447226,7.76938574809275,16.41985686586571,0.5599999999951706,3915,3915.0,3748.820647532105,-166.17935246789511,315.55999999997573,8423,4508,89321,8.617408741201507,3915,95.11215863156858,193.98125,119.04097222222222,0.0,0.0,9.316770186335404,8.871700020487133,1678714680
etf,SPY,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,362.53,427.39,17.890933164151935,97744,251,12,300.0,3600.0,3764.026848221836,164.0268482218362,4.55630133949545,8.540620167376433,8.0,8.237861624000242,3750.2769886780243,150.27698867802428,4.174360796611776,7.816537046812899,16.186614898698636,0.960000000005266,3896,3896.0,3749.316988678019,-146.6830113219812,296.9600000000095,7608,3712,90136,7.78359797020789,3896,109.87987289721025,210.0,119.2701388888889,0.0,0.0,0.0,8.950031366588728,1678714680
etf,SPY,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,362.53,427.39,17.890933164151935,97744,251,12,300.0,3600.0,3764.026848221836,164.0268482218362,4.55630133949545,8.540620167376433,9.0,9.240064046444685,3753.2482938452017,153.24829384520172,4.256897051255604,7.972884867283437,16.490538976765222,0.9199999999837587,3904,3904.0,3752.328293845218,-151.671706154782,304.91999999999484,7292,3388,90452,7.4603044688165,3904,119.70612476223272,213.99444444444444,122.2701388888889,0.0,0.0,0.0,8.968772985267599,1678714680
etf,SPY,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,362.53,427.39,17.890933164151935,97744,251,12,300.0,3600.0,3764.026848221836,164.0268482218362,4.55630133949545,8.540620167376433,10.0,10.242266468889127,3757.277550038709,157.2775500387088,4.368820834408571,8.185010957255868,16.708306996852507,0.6999999999967486,3863,3863.0,3756.577550038712,-106.42244996128784,263.69999999999146,6500,2637,91244,6.650024553936815,3863,139.50370133358615,223.7576388888889,239.08055555555555,0.0,0.0,0.0,8.971054284861605,1678714680
stock,AAPL,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,141.6808,171.22,20.849119993675913,97749,251,12,300.0,3600.0,3873.3291879575136,273.32918795751357,7.592477443264256,14.348286763430485,1.0,1.222444666889122,3682.0329150310154,82.03291503101536,2.2786920841948666,4.244621723255248,8.512318915680627,0.15000000213434284,4134,4134.0,3681.882915028881,-452.11708497111886,534.1499999996593,57549,53415,40200,58.87425958321824,4134,6.471212232310941,144.09444444444443,72.1625,27.43985771786951,75.54057848918843,96.76120939810914,19.011055569800977,1672774320
stock,AAPL,1664544600,1696017540,2022-09-30T09:30:00-04:00,2023-09-29T15:59:00-04:00,141.6808,171.22,20.849119993675913,97749,251,12,300.0,3600.0,3873.3291879575136,273.32918795751357,7.592477443264256,14.348286763430485,2.0,2.2246470893335424,3785.2507900767396,185.25079007673958,5.145855279909428,9.661172854449996,13.33467833928248,0.3199999995375902,4299,4299.0,3784.930790077202,-514.0692099227981,699.319999999654,39265,34966,58484,40.16920889216258,4299,11.498686283341913,145.01736111111111,91.00555555555556,6.732254189784362,55.92861637018818,94.18006063032661,21.501572935988158,1672769820
